conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2.00397E+18,Wed Dec 24 23:46:30 +0000 2025,0,iya memang bnyak siswa yg gak mampu beli/ makan daging jadi bisa makan daging dll itu sisi positif TAPI sisi negatif dari MBG lebih bnyak.. makanan gk setiap hari enak hrusnya 15rb per-murid tp ke murid cm 7-10rb harga pokok di pasar naikkk mahal mahal..,2.00398E+18,,bluevnla,in,,0,2,0,https://x.com/undefined/status/2003975601364062526,1.55262E+18,
2.00398E+18,Wed Dec 24 23:46:34 +0000 2025,0,Klo keluarganya ada yg keracunan MBG baru diem lu. https://t.co/2dfxVy3h5n,2.00398E+18,https://pbs.twimg.com/media/G8-NNVgaoAARyOZ.jpg,,in,,1,1,0,https://x.com/undefined/status/2003975621916172399,1.77391E+18,
2.0038E+18,Wed Dec 24 23:45:51 +0000 2025,0,@worksfess Bener nder temen gue baru brp bulan di mbg sejahtera bgt,2.00398E+18,,worksfess,in,,0,0,0,https://x.com/undefined/status/2003975437475893634,916296324,
2.00382E+18,Wed Dec 24 23:45:03 +0000 2025,0,@salam4jari Apalagi katanya anggaran dihitung selama 365 hari ... gaka ada libur gak ada hari minggu MBG tetap meluncur sungguh lucu !!,2.00398E+18,,DadangBudiman14,in,,0,0,0,https://x.com/undefined/status/2003975239177548168,1.62768E+18,
2.0038E+18,Wed Dec 24 23:44:43 +0000 2025,0,@socdem_kid Ya trus? Negara ini ada programnya? Klo pun ada jln gak? MBG yg tujuannya buat gizi anak aja kek gitu. Slama negara gk bener gk usah ngarep semua org bakal makin termotivasi mau pnya anak ini bukan eksperimen yg lahiran dlu baru diliat siap ato nggak gk bisa diretur tuh bayi,2.00398E+18,,socdem_kid,in,,0,1,0,https://x.com/undefined/status/2003975153588621709,8.32129E+17,
2.00396E+18,Wed Dec 24 23:44:08 +0000 2025,0,@tinkerbweel Cari yg udah ada catering di sekolah nya yos jelas gak nerima MBG ,2.00398E+18,,tinkerbweel,in,,0,1,0,https://x.com/undefined/status/2003975006578266299,275345653,
2.0038E+18,Wed Dec 24 23:43:25 +0000 2025,0,@worksfess Tanggapi angin lalu saja Mbg tuh program presiden Tahun 2029 si onoh ganti juga program nya bubar,2.00397E+18,,worksfess,in,,0,1,0,https://x.com/undefined/status/2003974825728266556,1498217136,
2.00375E+18,Wed Dec 24 23:42:28 +0000 2025,0,@kompascom 6T buat MBG ya abis 5 hari,2.00397E+18,,kompascom,in,,0,1,0,https://x.com/undefined/status/2003974588867531191,999280082,
2.00333E+18,Wed Dec 24 23:42:01 +0000 2025,0,@tempodotco Ibu ini cucu atau anaknya mau gasik makan makanan MBG?,2.00397E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/2003974476049035729,1.49413E+18,
2.00375E+18,Wed Dec 24 23:41:38 +0000 2025,0,@tempodotco mbg G nga goblok,2.00397E+18,,tempodotco,in,,0,1,0,https://x.com/undefined/status/2003974379563315441,1.14224E+18,
2.00397E+18,Wed Dec 24 23:41:23 +0000 2025,0,reply nya sangat menarik. bukti kalo mbg belum matang direncanakan beda sppg beda budget kah? di gue mbg kemasan cuma biskuit 2 manggis 2 kacang polong 2 telur 2. hari libur gini sekola gue ngajukan surat tidak menerima MBG. karena repot ngurusinnya.,2.00397E+18,,,in,,0,0,0,https://x.com/undefined/status/2003974313947681189,2321943486,
2.00379E+18,Wed Dec 24 23:39:51 +0000 2025,0,@abu_waras Setara MBG di stop 6 hari,2.00397E+18,,abu_waras,in,,0,0,0,https://x.com/undefined/status/2003973931448119383,292799893,
2.00397E+18,Wed Dec 24 23:39:51 +0000 2025,0,setuju! kasih orang tua mbg seminggu sekali tapi makanan yg dikasih paling 25rb (ada yg lebih parah) pdhl 7x10rb aja harusnya udh 70rb.. berapa bnyak korupsi nya??,2.00397E+18,,,in,,0,2,0,https://x.com/undefined/status/2003973929103434171,1.55262E+18,
2.00397E+18,Wed Dec 24 23:39:42 +0000 2025,0,Program MBG di Jateng beri dampak positif https://t.co/6i7l8XjBJy,2.00397E+18,https://pbs.twimg.com/media/G8-LondaYAAeZHc.jpg,,in,,0,0,0,https://x.com/undefined/status/2003973893875552314,1018878157,
2.00384E+18,Wed Dec 24 23:39:32 +0000 2025,5,@kang___L OMG..(bukan MBG) Lalu hrskah kita berdiam diri membiarkan terjadi &amp; menunggu sisa2 kehancurannya??? Allah beserta hamba2nya yg berjuang utk kemuliaan bukan kebatilan.. ,2.00397E+18,,kang___L,in,,0,1,0,https://x.com/undefined/status/2003973849713664421,1.3528E+18,
2.00343E+18,Wed Dec 24 23:39:20 +0000 2025,4,@hourly_absurd_3 Dalam 4 thn itu kerusakan yg dia timbulkan besar sekali. 1 trilyun lebih terbuang percuma via MBG hutan papua mau dibabat habis utk kelapa sawit&amp;food estate penanganan bencana Sumatra yg ala kadarnya pemilu tdk langsung dll. I don't think we can afford another 5 years of him.,2.00397E+18,,hourly_absurd_3,in,,0,0,0,https://x.com/undefined/status/2003973798719324661,1.49144E+18,
2.00397E+18,Wed Dec 24 23:39:14 +0000 2025,0,MBG tidak hanya soal makanan tetapi juga investasi jangka panjang bagi kualitas sumber daya manusia. https://t.co/OQveLUWpbe,2.00397E+18,https://pbs.twimg.com/media/G8-LhynaAAA5E0D.jpg,,in,,0,0,0,https://x.com/undefined/status/2003973774727938304,1.61859E+18,
2.00397E+18,Wed Dec 24 23:38:42 +0000 2025,0,Sinergi MBG dan koperasi desa membuka peluang kerja serta meningkatkan pendapatan pelaku usaha lokal. https://t.co/esRTAlE8g8,2.00397E+18,https://pbs.twimg.com/media/G8-LZ7GbMAAjQFA.jpg,,in,,0,0,0,https://x.com/undefined/status/2003973640044593621,1.61859E+18,
2.00334E+18,Wed Dec 24 23:38:30 +0000 2025,0,@Mdy_Asmara1701 Sekolah anak kami tidak ada mbg selama libur gak ada pemberi tahuan.,2.00397E+18,,Mdy_Asmara1701,in,,0,0,0,https://x.com/undefined/status/2003973590585339928,1.92206E+18,
2.00375E+18,Wed Dec 24 23:38:12 +0000 2025,0,@tempodotco ya udah tiap ada belatung di MBG kumpulin aja belatungnya trus suruh si Ikeu Tanziha ini aja yg makan kita lihat apakah dia bersykur,2.00397E+18,,tempodotco,in,,0,1,0,https://x.com/undefined/status/2003973515192754249,522040819,
2.00397E+18,Wed Dec 24 23:37:47 +0000 2025,0,Selama masa libur sekolah program MBG tetap hadir dan melayani anak-anak sekolah di Indonesia. Sesuai dengan visi dan misi dari program ini untuk memenuhi gizi seimbang pada anak-anak ibu hamil ibu menyusui dan balita. Sekolah boleh libur tapi pemenuhan gizi tetap jalan. https://t.co/IL8lUsZdph,2.00397E+18,https://pbs.twimg.com/media/G8-LLVOb0AIhhSZ.jpg,,in,,0,0,0,https://x.com/undefined/status/2003973409089458393,1.9853E+18,
2.00371E+18,Wed Dec 24 23:37:30 +0000 2025,0,@txtdrimedia Ya udh tiap makan siang menu makan siang ibu sama persis kaya menu MBG... Biar ngerasain dulu,2.00397E+18,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/2003973338167918858,1145251416,
2.00377E+18,Wed Dec 24 23:37:23 +0000 2025,0,@Piomonn @Piyusaja2 Masak dia gak lihat kualitas makanan mbg nya dan baca berita??,2.00397E+18,,Piomonn,in,,0,0,0,https://x.com/undefined/status/2003973310116446714,3084082453,
2.00363E+18,Wed Dec 24 23:36:27 +0000 2025,0,@txtdrimedia adek saya sekolah sampe sekarang ga pernah dikasih mbg,2.00397E+18,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/2003973073369026764,2366609916,
2.00334E+18,Wed Dec 24 23:35:44 +0000 2025,0,@PensilAajaib Kenapa sih harus memaksakan utk ada MBG diblng puasa... Jeda dululah korupsinya.... Jangan maruk lah.... Gatel² kali ya sehari gk korupsi... ,2.00397E+18,,PensilAajaib,in,,0,0,0,https://x.com/undefined/status/2003972893630517468,1.60258E+18,
2.00397E+18,Wed Dec 24 23:34:58 +0000 2025,0,MBG = MY BOJO GWEH,2.00397E+18,,,in,,0,0,0,https://x.com/undefined/status/2003972701384544652,1.35348E+18,
2.00397E+18,Wed Dec 24 23:34:46 +0000 2025,0,Sebagai guru saya akui pernyataan itu benar .. apalagi sblm sampai jam istirahat kedua anak² sudah diminta utk ambil MBG dan langsung dihabiskan. Hal ini memotong jam pelajaran yg sedang berlangsung apalagi yg kurang disiplin waktu sering memotong jam pelajaran berikutnya.,2.00397E+18,,,in,,1,0,0,https://x.com/undefined/status/2003972648280485911,1.24464E+18,
2.00397E+18,Wed Dec 24 23:33:57 +0000 2025,0,sumpah bisa abis lebih dati setengah jam gara2 distribusi mbg yang sangat TEPAT WAKTU,2.00397E+18,,,in,,0,0,0,https://x.com/undefined/status/2003972443229335872,1.23152E+18,
2.00377E+18,Wed Dec 24 23:32:58 +0000 2025,0,@tempodotco program MBG ini gak bakal kesentuh KPK,2.00397E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/2003972197648568396,2242754419,
2.00397E+18,Wed Dec 24 23:32:38 +0000 2025,0,Program MBG di wilayah Sugapa Kabupaten Intan Jaya Papua Tengah terasa sangat spesial karena langsung didampingi oleh Kementrian Pertahanan dan Panglima Komando Gabungan Wilayah Pertahanan (Pangkogabwilhan) III Letjen TNI Bambang Trisnohadi. https://t.co/OPJYXhxaKR,2.00397E+18,https://pbs.twimg.com/ext_tw_video_thumb/2003972041641529344/pu/img/XrcwkPuchhneauua.jpg,,in,,0,0,0,https://x.com/undefined/status/2003972111866778045,1.94088E+18,
2.00334E+18,Wed Dec 24 23:32:37 +0000 2025,0,@AnakBawang55 @PensilAajaib Tapi kemaren2 gaak ada pemilu tapi ada pertemuan rutin dan dapat bingkisan ama amplop terus baru kemaren tim dapur mbg itu dikasih tur gratis.,2.00397E+18,,AnakBawang55,in,,0,1,0,https://x.com/undefined/status/2003972110814007452,377959042,
2.0038E+18,Wed Dec 24 23:32:28 +0000 2025,5,@worksfess Semenggiurkan itu ya kerja di MBG tidak sebanding dengan makanan yg dikasih ke anak anak *eh,2.00397E+18,,worksfess,in,,0,0,0,https://x.com/undefined/status/2003972069990773141,1.3582E+18,
2.00376E+18,Wed Dec 24 23:32:18 +0000 2025,0,@guajrdian Kebanyakwn MBG,2.00397E+18,,guajrdian,in,,0,0,0,https://x.com/undefined/status/2003972030736355546,1.59729E+18,
2.00381E+18,Wed Dec 24 23:08:33 +0000 2025,3,@xsupreme990 @tempodotco Lah ini ada manusia punya otak tapi ga dipake. Tinggal hapus MBG nya aja kok repot.,2.00397E+18,,xsupreme990,in,,0,0,0,https://x.com/undefined/status/2003966054226342399,1230079034,
2.00377E+18,Wed Dec 24 23:07:14 +0000 2025,1,@tempodotco Program ini meskipun libur sekolah sepertinya akan terus berjalan. Ada beberapa tempat yg di alirkannya ke penerima manfaat yg lain tpi jjr aja sih baru tau kalau program mbg ini berjalan sampai di alirkan ke anak jalanan (maaf banyak chatku yg typo nulis datapun jd datang) https://t.co/OQtujlQ4CF,2.00397E+18,https://pbs.twimg.com/media/G8-EMptaUAAw5QA.jpg,tempodotco,in,,0,0,0,https://x.com/undefined/status/2003965719793557538,9.94515E+17,
2.00397E+18,Wed Dec 24 23:06:23 +0000 2025,0,Hebat sih Presiden Prabowo Paket MBG udah dibagi sebelum sekolah pada libur anak-anak makin terbantu #PaketMBGLiburSekolah https://t.co/StXwXLvmtL,2.00397E+18,https://pbs.twimg.com/media/G8-EAIQaYAAk46M.jpg,,in,,0,0,0,https://x.com/undefined/status/2003965507868021235,1.90558E+18,
2.00397E+18,Wed Dec 24 23:05:47 +0000 2025,0,Masa libur sekolah MBG tetap jalan. Ini jalas ladang basah bagi koruptor . MBG sama dengan BMG (Bisnis makan gratis),2.00397E+18,,,in,,0,0,0,https://x.com/undefined/status/2003965354742301085,7.75238E+17,
2.00382E+18,Wed Dec 24 23:05:19 +0000 2025,0,@utbkcak Dikasih mbg malah Nilai Pelajaran DROP...! Hidup @prabowo !,2.00397E+18,,utbkcak,in,,0,0,0,https://x.com/undefined/status/2003965238350434312,1.60546E+18,
2.00396E+18,Wed Dec 24 23:03:31 +0000 2025,0,Berkat Presiden Prabowo Paket MBG tetep jalan pas libur dan malah dibagiin lebih awal parah sih kece #PaketMBGLiburSekolah https://t.co/XAvxIHyQIS,2.00396E+18,https://pbs.twimg.com/media/G8-C6Z8b0AEK4l7.jpg,,in,,0,0,0,https://x.com/undefined/status/2003964787383062698,1.94243E+18,
2.0038E+18,Wed Dec 24 23:03:06 +0000 2025,4,@dr_koko28 Dengan narasi : anak-anak tak dipaksa ambil MBG waktu libur berarti tujuan MBG yang utama bukan untuk anak?,2.00396E+18,,dr_koko28,in,,0,0,0,https://x.com/undefined/status/2003964682412171499,231214264,
2.00396E+18,Wed Dec 24 23:02:05 +0000 2025,0,kapan ya punya dapur mbg,2.00396E+18,,,in,,0,0,0,https://x.com/undefined/status/2003964424621838383,752415950,
2.00396E+18,Wed Dec 24 23:00:56 +0000 2025,2,Bukan kurang bersyukur. Nama doang MBG makan bergizi Gratis menu nya amburadul,2.00396E+18,,,in,,0,2,1,https://x.com/undefined/status/2003964135982473407,1.60518E+18,
2.00373E+18,Wed Dec 24 23:00:33 +0000 2025,0,@esfphuwin Coma cops itu pokoknya ada bahas mbg langsung dah disamber gapeduli konteksnya apa pokoknya demi beberapa ratus perak,2.00396E+18,,esfphuwin,in,,0,0,0,https://x.com/undefined/status/2003964038246813780,75696059,
2.00365E+18,Wed Dec 24 22:59:57 +0000 2025,0,@KangManto123 Apa itu pak? MBG yg masih banyak masalah ya,2.00396E+18,,KangManto123,in,,0,0,0,https://x.com/undefined/status/2003963887339950350,8.30088E+17,
2.00396E+18,Wed Dec 24 22:59:43 +0000 2025,0,Jangankan program mbg. Dulu zamanku sekolah ada peogram pembiasaan literasi 15menit baca di jam pertama. Kalau guru+mapelnya santai sih nggk masalah. Tp kalau jam pertama cuman ada 2 jam pembelajaran seminggu habislah jamnya. Jadi jam 6.45 udah kudu masuk kelas buat literasi,2.00396E+18,,,in,,0,1,0,https://x.com/undefined/status/2003963831241027898,1.90636E+18,
2.00375E+18,Wed Dec 24 22:59:43 +0000 2025,0,@tempodotco ya emang UNTUNGNYA BUAT PENGUSAHA MBG jualan maksa libur dan ramadhan pun maksa GRATIS APANYA? MODAL dari UANG RAKYAT dapetnya ga sesuai harga kalo ada kritik kejorokan dan keracunan masa dibilang ga bersyukur?,2.00396E+18,,tempodotco,in,,0,0,0,https://x.com/undefined/status/2003963829848625444,1.86753E+18,
2.00396E+18,Wed Dec 24 22:57:52 +0000 2025,0,Yang pasti mbg jadikan pejabat makin kaya ,2.00396E+18,,,in,,0,0,0,https://x.com/undefined/status/2003963363509129453,539579552,
2.00396E+18,Wed Dec 24 22:57:37 +0000 2025,0,Nah gini emg harusnya. Guru ge lieur mun aya mbg keneh pas libur.,2.00396E+18,,,in,,0,0,0,https://x.com/undefined/status/2003963299801755901,1.79381E+18,
2.00382E+18,Wed Dec 24 22:57:26 +0000 2025,0,@utbkcak Menu MBG cuma buat nyelilit doang doang malah bikin otak kosong.,2.00396E+18,,utbkcak,in,,0,0,0,https://x.com/undefined/status/2003963254817919456,1.59172E+18,
2.00396E+18,Wed Dec 24 22:55:57 +0000 2025,0,Demi Allah iyaa. kalo mobil mbg dateng udah gak bisa konsen diajak ikut pembelajaran. lariii semua. dahal kadang dibawa pulang semuannya belum lagi setor foto bukain beresin kalo ada menu ribet harus bantuin 1 per 1 (ini anak paud btw),2.00396E+18,,,in,,0,0,0,https://x.com/undefined/status/2003962880052564436,1.32714E+18,
2.00241E+18,Wed Dec 24 22:55:43 +0000 2025,0,@elaydna Ga perlu pakar atau para ahli dll untuk menduga ada bau2 amis mbg dirapel slama libur skolah https://t.co/IprLo6vTpZ,2.00396E+18,https://pbs.twimg.com/media/G8-BOV7b0AIjf9_.jpg,elaydna,in,,0,0,0,https://x.com/undefined/status/2003962821588193493,2923675267,
2.00396E+18,Wed Dec 24 22:55:15 +0000 2025,2,mbg for my bini gw https://t.co/PMZsLQwR9r,2.00396E+18,https://pbs.twimg.com/media/G8-Bc2Bb0AA9TON.jpg,,in,,0,0,0,https://x.com/undefined/status/2003962706173612477,9.20256E+17,
2.00342E+18,Wed Dec 24 22:55:12 +0000 2025,1,@P3gEl @Hans_prayoga70 Harap Maklum! MBG HARUS JALAN TERUS di Hari2 Libur Sekolah &amp; Bulan Puasa. Kan MBG = Bisnis yg PROFITABLE &amp; MENGGIURKAN? Rp1 2T per hari tanpa supervisi &amp; koreksi. Siapa bisa Audit &amp; Oversee MBG? BPK gak bisa DPR pun KICEP.,2.00396E+18,,P3gEl,in,,0,0,1,https://x.com/undefined/status/2003962694563733941,1.62601E+18,
2.00363E+18,Wed Dec 24 22:55:01 +0000 2025,1,@denni_sauya Mbg lu noh nyusahin ,2.00396E+18,,denni_sauya,in,,0,0,0,https://x.com/undefined/status/2003962648321573112,1.38787E+18,
2.00381E+18,Wed Dec 24 22:52:37 +0000 2025,0,@tempodotco Oh ya anak2 jg ttp masih nanya waktu istirahat walaupun udh ada mbg.,2.00396E+18,,lesyeudexx,in,,0,0,0,https://x.com/undefined/status/2003962041137352849,1.79381E+18,
2.00371E+18,Wed Dec 24 22:51:54 +0000 2025,1,@txtdrimedia Ibu saja mkn mbg wkwkwkwkwkwkkwkwkwwkkwwj,2.00396E+18,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/2003961861100986375,1.87503E+18,
2.00329E+18,Wed Dec 24 22:51:50 +0000 2025,0,@guajrdian Bagi aja pak duitnya 20jt/rakyat Indonesia per bulan hapus MBG PKH PIP BLT KIS BPJS Yang bikin rakyat makin error otaknya.,2.00396E+18,,guajrdian,in,,0,0,0,https://x.com/undefined/status/2003961847477948873,1.9764E+18,
2.00381E+18,Wed Dec 24 22:51:05 +0000 2025,6,@tempodotco Aku guru dan betul setelah ada mbg riweuh banget. Kemarin pas bagi rapor riweuh krna bagiin mbg. Jd waktu bagi rapor kepake byk gara2 ini. Mungkin klo kls atas enak bagiinnya udh bisa tertib tp kls bawah pusing tau ngaturmya. Kls jd lebih cepet kotor. (Btw aku ngajar kls 2),2.00396E+18,,tempodotco,in,,0,2,2,https://x.com/undefined/status/2003961658780397607,1.79381E+18,
2.00365E+18,Wed Dec 24 22:50:50 +0000 2025,0,@KangManto123 Betul karena apa pun masalahnya solusinya MBG dy bilang. Terdengar tolol?? Mungkin sebaliknya kl buat simpanse.,2.00396E+18,,KangManto123,in,,0,0,0,https://x.com/undefined/status/2003961593462399413,1.38787E+18,
2.00385E+18,Wed Dec 24 22:50:41 +0000 2025,0,@MbarkCherguia Lg bahas mbg masih jalan biarpun libur sekolah,2.00396E+18,,MbarkCherguia,in,,0,0,0,https://x.com/undefined/status/2003961554639921290,327861151,
2.00301E+18,Wed Dec 24 22:49:45 +0000 2025,0,@oceanaona @serigalabelacu @AjemScript Sebentar... Aku baru tau budget mbg sekali makan cuma 8rb,2.00396E+18,,oceanaona,in,,0,1,0,https://x.com/undefined/status/2003961319947665488,1.98715E+18,
2.00396E+18,Wed Dec 24 22:49:27 +0000 2025,0,Info loker buzzer MBG?,2.00396E+18,,,in,,0,1,0,https://x.com/undefined/status/2003961246153142561,1.08789E+18,
2.00342E+18,Wed Dec 24 22:48:23 +0000 2025,0,@P3gEl Darto helm judol meredup terbitlah darto helm MBG,2.00396E+18,,P3gEl,in,,0,0,0,https://x.com/undefined/status/2003960976148979871,1.60039E+18,
2.00396E+18,Wed Dec 24 22:48:02 +0000 2025,0,Ok kayaknya ntar nyari sekolah yg ga dapet MBG aja ,2.00396E+18,,,in,,0,1,0,https://x.com/undefined/status/2003960890266411514,122814492,
2.00371E+18,Wed Dec 24 22:46:03 +0000 2025,0,@txtdrimedia Pejabat ini ngomong dengan tanpa dasar....barang busuk diberikan rakyat. Coba dicek kualitas MBG yang diberikan apakah itu yang dikatakan sebagai makanan bergizi?,2.00396E+18,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/2003960392402473337,8.31826E+17,
2.00382E+18,Wed Dec 24 22:45:38 +0000 2025,43,@salam4jari Setuju .... kegiatan pemborosan anggaran negara diduga karena keserakahan ingin mencairkan dana MBG 1.2T/hari itu besar wahai tuan Dadan terhormat !!,2.00396E+18,,salam4jari,in,,0,8,4,https://x.com/undefined/status/2003960284378288544,1.62768E+18,
2.00241E+18,Wed Dec 24 22:45:23 +0000 2025,0,@miawmiawawn @elaydna Rugi dong klo buat bencana bagi para pejabat. Ini ladang korup dari hulu ke hilir loh gw tau sendiri gimana gilanya mark up dan manipulasi data dari hal yang paling bawah. Orang2 pada nyari cuan gede dari anggaran mbg.,2.00396E+18,,miawmiawawn,in,,0,1,0,https://x.com/undefined/status/2003960223187472716,1.06653E+18,
2.00377E+18,Wed Dec 24 22:45:02 +0000 2025,0,@Piyusaja2 Stella terpaksa ngomong gitu padahal dia tau kalo kenyataanya ga gitu biar presiden seneng dan merasa bangga dengan MBG nya ,2.00396E+18,,Piyusaja2,in,,0,0,0,https://x.com/undefined/status/2003960135325261848,1.4523E+18,
2.00373E+18,Wed Dec 24 22:44:31 +0000 2025,0,@esfphuwin Boneka dapat MBG nih....,2.00396E+18,,esfphuwin,in,,0,0,0,https://x.com/undefined/status/2003960005536764204,1.60465E+18,
